['ball_mover_l', 17.095856809116977, -12.228984229377543, -0.0018219441997686658, 0.004265506430980036, -0.0008249696346043624, -1.8835974385334795, 1.0, 1.0, 1.0]
['ball_mover_r', -17.095857620239258, 12.228983879089355, 0.0018219442572444677, 0.004265506430980036, -0.0008249696346043624, -1.8835974385334795, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_l', 2.1316282072803006e-14, -1.3322676295501878e-14, 0.0, 0.0, 0.0, 7.951386703658792e-15, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 7.951386703658792e-15, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_l', 2.6645352591003757e-14, 4.263256414560601e-14, 3.552713678800501e-14, 5.3174898580718184e-15, 3.8502105304122804e-14, 4.52235118770594e-15, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_r', -2.6645352591003757e-14, -4.263256414560601e-14, -3.552713678800501e-14, 5.3174898580718184e-15, 3.8502105304122804e-14, 4.52235118770594e-15, 1.0, 1.0, 1.0]
['bigtoe_proximal_phalange_mover_l', 4.973799150320701e-14, -1.4210854715202004e-14, 6.039613253960852e-14, -1.7393658414253602e-14, 2.5146260450320932e-14, 2.1592984517123405e-14, 1.0, 1.0, 1.0]
['bigtoe_proximal_phalange_mover_r', -0.0, -0.0, -0.0, -1.7393658414253602e-14, 2.5146260450320932e-14, 2.1592984517123405e-14, 1.0, 1.0, 1.0]
['boob_l_mover', 18.52824174232536, -19.734636267718493, -4.968725555798987, 0.0, 0.0, 3.995234448985713, 1.0, 1.0, 1.0]
['boob_r_mover', -18.528242111206055, 19.734636306762695, 4.968725681304932, 0.0, 0.0, 3.9952344894409184, 1.0, 1.0, 1.0]
['brow_in_l_mover', 7.893126440647527, -38.73948255641928, 42.71161336033568, 0.0, 0.0, 0.0, 0.40281620804195384, 0.40281620804195384, 0.40281620804195384]
['brow_in_r_mover', -7.893126487731934, 38.73948287963867, -42.711612701416016, 0.0, 0.0, 0.0, 0.40281620804195384, 0.40281620804195384, 0.40281620804195384]
['brow_l_mover', 16.590548913291197, -35.63288388410527, 44.70735354117077, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['brow_out_l_mover', 22.304800648788312, -34.01177038808847, 44.38653510007652, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['brow_out_r_mover', -22.304800033569336, 34.01177215576172, -44.38653564453125, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['brow_r_mover', -16.59054946899414, 35.63288497924805, -44.70735168457031, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['calf_mover_l', 0.7649390400138856, 0.11058976607873561, 0.010111208973366814, -5.690083366880272, 1.0372227105714285, 0.6136421831466286, 1.0, 1.0, 1.0]
['calf_mover_r', -0.7649390697479248, -0.11058976501226425, -0.010111209005117416, -5.690083366880272, 1.0372227105714285, 0.6136421831466286, 1.0, 1.0, 1.0]
['calf_twist_01_mover_l', 54.246774878580204, 0.8365923133332949, -0.20996132922894617, 0.32356082228807115, -0.2190846890238332, -0.8729824320295776, 1.0, 1.0, 1.0]
['calf_twist_01_mover_r', -54.24677658081055, -0.8365923166275024, 0.20996132493019104, 0.32356082228807115, -0.2190846890238332, -0.8729824320295776, 1.0, 1.0, 1.0]
['cheek_l_mover', 15.826040457243835, -35.736445019132255, 16.91917678984721, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['cheek_r_mover', -15.826040267944336, 35.736446380615234, -16.91917610168457, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['clavicle_mover_l', 4.26999999999848, -12.199999999999996, -6.9399999999989745, 1.5410745147820013, 8.978841372062904, 26.787523624539233, 1.0, 1.0, 1.0]
['clavicle_mover_r', -4.269999980926514, 12.199999809265137, 6.940000057220459, 1.5410745147820013, 8.978841372062904, 26.787523624539233, 1.0, 1.0, 1.0]
['eyeLid_in_l_mover', -10.520533917881588, 0.0, -3.0983548594912538, 0.0, 0.0, 0.0, 0.6944179139801965, 0.6944179139801965, 0.6944179139801965]
['eyeLid_in_r_mover', 10.520533561706543, -0.0, 3.0983548164367676, 0.0, 0.0, 0.0, 0.6944179139801965, 0.6944179139801965, 0.6944179139801965]
['eyeLid_l_mover', 16.20499452340428, -37.2524544794926, 37.961409880253264, 0.0, 0.0, 0.0, 0.7480878469984575, 0.7480878469984575, 0.7480878469984575]
['eyeLid_mid_l_mover', -2.9560002861270415e-15, -3.062569811332514, 5.560410023497147e-13, 0.0, 0.0, 0.0, 0.48155942316860817, 0.48155942316860817, 0.48155942316860817]
['eyeLid_mid_r_mover', 2.9560003550417645e-15, 3.0625698566436768, -5.560409988350501e-13, 0.0, 0.0, 0.0, 0.48155942316860817, 0.48155942316860817, 0.48155942316860817]
['eyeLid_midin_l_mover', -5.44269837642876, 0.0, -1.312771055039795, 0.0, 0.0, 0.0, 0.6855096993411733, 0.6855096993411733, 0.6855096993411733]
['eyeLid_midin_r_mover', 5.4426984786987305, -0.0, 1.3127710819244385, 0.0, 0.0, 0.0, 0.6855096993411733, 0.6855096993411733, 0.6855096993411733]
['eyeLid_out_l_mover', 9.422416540284829, 4.348661932662881, -3.87375892072063, 0.0, 0.0, 0.0, 0.649482895610572, 0.649482895610572, 0.649482895610572]
['eyeLid_out_r_mover', -9.422416687011719, -4.34866189956665, 3.8737590312957764, 0.0, 0.0, 0.0, 0.649482895610572, 0.649482895610572, 0.649482895610572]
['eyeLid_r_mover', -16.204994201660156, 37.2524528503418, -37.96141052246094, 0.0, 0.0, 0.0, 0.7480878469984575, 0.7480878469984575, 0.7480878469984575]
['eye_in_l_mover', 6.39523676896755, -37.776734115346805, 30.34403604437655, 0.0, 0.0, 0.0, 0.366019287358115, 0.366019287358115, 0.366019287358115]
